,Unnamed: 0,Car_company,Registered_year,Engine_capacity,Insurance_type,Resale_price_lakh,KM_driven,Transmission_type,Owner_type,Max_power_bhp,Fuel_type,Seats,Mileage,Body_type,City,Car_model,VIN
144,144,Hyundai,2015,1197.0,3rd Party,4.1,90000.0,Manual,2nd Owner,81.83,Petrol,5.0,18.6,Hatchback,Agra,i20 magna 1.2,NV0VEH5SX1X2A8VRH
145,145,Maruti,2016,1197.0,3rd Party,4.4,30000.0,Manual,2nd Owner,81.8,Petrol,5.0,21.21,Hatchback,Agra,swift vxi,FR5HYK428LBZ7ALBM
146,146,Jeep,2022,1368.0,3rd Party,25.0,20000.0,Automatic,1st Owner,160.77,Petrol,5.0,14.1,SUV,Agra,compass model s dct bsvi,GFHG1DJF3KC3MEUCX
147,147,Maruti,2019,1197.0,3rd Party,6.5,40000.0,Manual,1st Owner,81.8,Petrol,5.0,21.21,Sedan,Agra,swift dzire vxi 1.2,5TZZPWP87Y81MTVJU
148,148,Toyota,2020,1197.0,3rd Party,6.3,30000.0,Manual,1st Owner,81.8,Petrol,5.0,21.01,Hatchback,Agra,glanza g,4A7791ZX1TLRKEK79
149,149,Toyota,2012,1364.0,3rd Party,2.0,150000.0,Manual,4th Owner,,Diesel,5.0,23.59,Sedan,Agra,etios gd,3M94JTNL6KCMZL1V5
150,150,Maruti,2018,1196.0,3rd Party,3.5,100000.0,Manual,2nd Owner,73.0,Petrol,7.0,15.37,Minivans,Agra,eeco 7 seater standard bsiv,U5SALUHX5XVZKB14P
151,151,Honda,2016,1498.0,3rd Party,4.0,150000.0,Manual,1st Owner,98.63,Diesel,5.0,27.4,Sedan,Agra,amaze s diesel bsiv,GZ9WGKVA7C3SJU7TZ
152,152,Chevrolet,2011,1199.0,3rd Party,1.5,90000.0,Manual,1st Owner,79.4,Petrol,5.0,18.6,Hatchback,Agra,beat lt,31YK2UFP90WXTHADN
153,153,Honda,2016,1498.0,3rd Party,4.25,150000.0,Manual,1st Owner,98.63,Diesel,5.0,27.4,Sedan,Agra,amaze e diesel bsiv,RALTV22N47UWGWVCP
154,154,Maruti,2016,1248.0,3rd Party,4.25,80000.0,Manual,2nd Owner,74.0,Diesel,5.0,26.59,Sedan,Agra,swift dzire vdi,W4EW5J8W1TDRLDL0W
155,155,Maruti,2017,1197.0,3rd Party,4.0,70000.0,Manual,2nd Owner,83.14,Petrol,5.0,20.85,Sedan,Agra,swift dzire vxi,YMA3RMS36S5MGVH28
156,156,Maruti,2016,1197.0,3rd Party,4.6,30000.0,Manual,2nd Owner,81.8,Petrol,5.0,21.21,Hatchback,Agra,swift vxi,B23FMAKR3XG2CAY7N
157,157,Mahindra,2017,1198.0,3rd Party,3.3,70000.0,Manual,1st Owner,77.0,Diesel,6.0,25.32,SUV,Agra,kuv 100 mfalcon d75 k8,T07FU7K551NFVET5U
158,158,Nissan,2021,999.0,3rd Party,4.7,30000.0,Manual,1st Owner,71.02,Petrol,5.0,18.75,SUV,Agra,magnite xe bsvi,G3PJ554C1L5GF1JNA
159,159,Hyundai,2018,1582.0,3rd Party,11.5,70000.0,Automatic,2nd Owner,126.2,Diesel,5.0,17.6,SUV,Agra,creta 1.6 sx automatic diesel,BU72H3UZ3HN5LP7TB
160,160,Maruti,2020,1462.0,3rd Party,7.25,60000.0,Manual,2nd Owner,103.25,Petrol,5.0,20.65,Sedan,Agra,ciaz delta bsvi,95PGVRZ9X4BLYC1FM
161,161,Hyundai,2015,1396.0,3rd Party,4.0,80000.0,Manual,3rd Owner,88.73,Diesel,5.0,21.19,Hatchback,Agra,i20 active 1.4 sx,5KAM7GU59T4D1PDDZ
162,162,Hyundai,2013,1120.0,3rd Party,2.5,150000.0,Manual,1st Owner,70.0,Diesel,5.0,24.0,Hatchback,Agra,grand i10 crdi asta,723P06GF4LMXN0JHM
163,163,MG,2022,1498.0,3rd Party,14.5,40000.0,Manual,1st Owner,108.49,Petrol,5.0,15.43,SUV,Agra,astor sharp bsvi,RGUE2GR204W7JNKPV
164,164,Hyundai,2020,1197.0,3rd Party,6.9,40000.0,Manual,1st Owner,81.83,Petrol,5.0,18.6,Hatchback,Agra,i20 sportz 1.2,ARB9KJRV75MDP5AKG
165,165,Hyundai,2015,1197.0,3rd Party,3.5,120000.0,Manual,4th Owner,81.83,Petrol,5.0,18.6,Hatchback,Agra,i20 asta 1.2,8301MC1M3YNR5B672
166,166,Maruti,2020,998.0,3rd Party,3.42,150000.0,Manual,1st Owner,,CNG,5.0,,Hatchback,Agra,celerio tour 2018-2021 h2 cng,93T4WT303JF269Z1H
167,167,Hyundai,2015,1197.0,3rd Party,3.5,120000.0,Manual,4th Owner,81.83,Petrol,5.0,18.6,Hatchback,Agra,i20 asta 1.2,L9UCW7447PG9BYTTT
168,168,Hyundai,2015,1396.0,3rd Party,4.0,80000.0,Manual,3rd Owner,88.73,Diesel,5.0,21.19,Hatchback,Agra,i20 active 1.4 sx,62H310K65WR9CYJKC
169,169,Maruti,2013,1248.0,3rd Party,4.25,80000.0,Manual,3rd Owner,88.8,Diesel,7.0,20.77,MUV,Agra,ertiga zdi,2B5JNJMM51W2B8G95
170,170,Audi,2014,1968.0,3rd Party,11.0,80000.0,Automatic,2nd Owner,174.33,Diesel,5.0,15.73,SUV,Agra,q3 2.0 tdi quattro premium plus,62RKGJ6W877EG4GL5
171,171,Tata,2022,1199.0,3rd Party,6.0,10000.0,Manual,1st Owner,86.63,Petrol,5.0,20.09,SUV,Agra,punch pure rhythm bsvi,R288C52290T4K04XJ
172,172,Hyundai,2009,1197.0,3rd Party,1.5,150000.0,Manual,3rd Owner,80.0,Petrol,5.0,18.5,Hatchback,Agra,i20 magna,M5NWFGMP99U2VXWZ0
173,173,Honda,2004,2354.0,3rd Party,1.7,150000.0,Automatic,2nd Owner,152.0,Petrol,5.0,10.1,SUV,Agra,cr-v 2.4 4wd at,A9WC3K2F69AE5R6U9
174,174,Maruti,2011,998.0,3rd Party,1.6,70000.0,Manual,4th Owner,58.2,CNG,5.0,26.2,Hatchback,Agra,wagon r lxi cng,J1LKYBFX22L3TXM64
175,175,Hyundai,2009,1197.0,3rd Party,1.4,150000.0,Manual,2nd Owner,80.0,Petrol,5.0,18.5,Hatchback,Agra,i20 magna,A7KJTN2H7M43F1X4K
176,176,Skoda,2011,1199.0,3rd Party,1.4,90000.0,Manual,3rd Owner,75.0,Diesel,5.0,20.86,Hatchback,Agra,fabia 1.2 tdi active plus,FU5S12015RJZMPH9C
177,177,Mahindra,2021,2184.0,3rd Party,15.0,50000.0,Manual,2nd Owner,130.0,Diesel,4.0,15.2,SUV,Agra,thar lx 4-str hard top diesel bsvi,N4RRC6KM6B4UKPWED
178,178,Maruti,2011,998.0,3rd Party,2.25,60000.0,Manual,1st Owner,67.1,Petrol,5.0,18.9,Hatchback,Agra,wagon r vxi bs iv,MPH7SWUR7CSGSRX81
179,179,Hyundai,2019,1197.0,3rd Party,5.5,40000.0,Manual,2nd Owner,81.86,Petrol,5.0,18.6,Hatchback,Agra,i20 petrol magna,TJR73K2N4BG776X9J
180,180,Maruti,2009,998.0,3rd Party,1.4,60000.0,Manual,1st Owner,66.1,Petrol,5.0,19.0,Hatchback,Agra,a-star vxi,YYEX2YY743H3NGY44
181,181,Maruti,2017,998.0,3rd Party,4.0,20000.0,Manual,1st Owner,58.16,CNG,5.0,26.6,Hatchback,Agra,wagon r lxi cng,W3EKW3CR9SNFFXH0M
182,182,Hyundai,2018,1582.0,3rd Party,9.0,90000.0,Manual,1st Owner,126.2,Diesel,5.0,22.0,Sedan,Agra,verna crdi 1.6 sx option,REBMHSPV4L7B51ZXX
183,183,Honda,2010,1497.0,3rd Party,3.15,80000.0,Manual,1st Owner,118.0,Petrol,5.0,17.0,Sedan,Agra,city 1.5 e mt,48RDTT4D4PJRU0NJV
184,184,Ford,2013,1498.0,3rd Party,3.5,120000.0,Manual,1st Owner,89.84,Diesel,5.0,22.7,SUV,Agra,ecosport 1.5 dv5 mt trend,LM6Y4ZAW506D16MSF
185,185,Hyundai,2013,814.0,3rd Party,1.4,100000.0,Manual,2nd Owner,55.2,Petrol,5.0,21.1,Hatchback,Agra,eon d lite plus,SSSJV4HD4Z5415WLM
186,186,Maruti,2021,1197.0,3rd Party,7.0,30000.0,Manual,1st Owner,81.8,Petrol,5.0,21.01,Hatchback,Agra,baleno delta,CA6AYMLW7PMP3Y7XP
187,187,Toyota,2020,1462.0,3rd Party,8.8,50000.0,Automatic,1st Owner,103.26,Petrol,5.0,18.76,SUV,Agra,urban cruiser premium at,63ZZ7DCR3HVGHV7DD
188,188,BMW,2010,1995.0,3rd Party,10.0,100000.0,Automatic,2nd Owner,170.0,Diesel,5.0,13.2,Sedan,Agra,3 series 320d,73UXVEBH41ZPPE6SC
189,189,Maruti,2010,1197.0,3rd Party,2.15,120000.0,Manual,1st Owner,85.0,Petrol,5.0,16.6,Hatchback,Agra,swift vxi with abs,6ZNAGKL16WGFEL5JD
190,190,Renault,2013,1461.0,3rd Party,5.0,150000.0,Manual,1st Owner,108.45,Diesel,5.0,19.01,SUV,Agra,duster 110ps diesel rxz,8617S21T6ZV94GDA1
191,191,Chevrolet,2012,2499.0,3rd Party,2.4,150000.0,Manual,2nd Owner,80.0,Diesel,7.0,14.8,MUV,Agra,tavera 2 ls b4 7 str bsiii,LXYP9JG640ZB9GHRR
192,192,Tata,2016,1248.0,3rd Party,3.2,90000.0,Manual,3rd Owner,88.7,Diesel,5.0,23.0,Sedan,Agra,zest quadrajet 1.3 xm,W5DH332V1714XP2SR
193,193,Maruti,2012,998.0,3rd Party,2.0,150000.0,Manual,3rd Owner,67.1,Petrol,5.0,18.9,Hatchback,Agra,wagon r lxi bs iv,PBRKUYBZ8TA14GE9E
194,194,Maruti,2017,998.0,3rd Party,4.0,30000.0,Manual,1st Owner,67.04,Petrol,5.0,20.51,Hatchback,Agra,wagon r lxi optional,47FS9GXW20RWFREMF
195,195,Maruti,2010,1248.0,3rd Party,1.25,100000.0,Manual,2nd Owner,73.9,Diesel,5.0,21.1,Hatchback,Agra,ritz vdi,ZAPYZHTT410RR3BHP
196,196,Hyundai,2018,1197.0,3rd Party,5.0,50000.0,Manual,1st Owner,81.83,Petrol,5.0,18.6,Hatchback,Agra,i20 1.2 asta,03JEL0FJ6717DBN9H
197,197,Tata,2017,1047.0,3rd Party,3.8,70000.0,Manual,1st Owner,69.0,Diesel,5.0,27.28,Hatchback,Agra,tiago 1.05 revotorq xt,2LEJRG5T9XA5S2XBM
198,198,Chevrolet,2011,936.0,3rd Party,1.5,80000.0,Manual,1st Owner,57.6,Diesel,5.0,25.44,Hatchback,Agra,beat diesel,GMTCVMT226DLHL3L5
199,199,Hyundai,2017,1186.0,3rd Party,5.1,60000.0,Manual,1st Owner,73.97,Diesel,5.0,24.0,Hatchback,Agra,grand i10 1.2 crdi magna,2ZBHVU4X7PHBKK4TZ
200,200,Mahindra,2011,2179.0,3rd Party,3.0,150000.0,Manual,2nd Owner,120.0,Diesel,8.0,15.4,SUV,Agra,scorpio vlx se bsiv,C0PJTA9S7LEA37XNN
201,201,Mahindra,2011,2179.0,3rd Party,3.0,150000.0,Manual,2nd Owner,120.0,Diesel,8.0,15.4,SUV,Agra,scorpio vlx se bsiv,K0GNJ0DB0ELDBTZE9
202,202,Maruti,2015,998.0,3rd Party,2.5,50000.0,Manual,3rd Owner,67.04,Petrol,5.0,20.51,Hatchback,Agra,wagon r vxi bs iv,JNY4HHVD0U14W1DG9
203,203,Maruti,2015,1248.0,3rd Party,4.0,120000.0,Manual,3rd Owner,74.0,Diesel,5.0,26.59,Sedan,Agra,swift dzire vdi,VYNDGPAK7NS97UGUS
204,204,Hyundai,2012,1582.0,3rd Party,3.7,90000.0,Manual,2nd Owner,126.32,Diesel,5.0,22.32,Sedan,Agra,verna 1.6 sx,PYCN94D66H5JWF927
205,205,Audi,2021,0.0,3rd Party,96.8,10500.0,Automatic,1st Owner,300.0,Electric,5.0,,SUV,Gurgaon,e-tron 55 sportback,SFTYHGVU59JU374MT
206,206,Audi,2018,1395.0,Comprehensive,24.8,45000.0,Automatic,2nd Owner,147.51,Petrol,5.0,16.9,SUV,Gurgaon,q3 30 tfsi premium fwd,8190L3N51V848W9G9
207,207,BMW,2018,1998.0,3rd Party,46.9,38000.0,Automatic,1st Owner,254.7,Petrol,4.0,14.28,Sedan,Gurgaon,6 series gt 630i luxury line 2018-2021,84Z66TKL412N5BWSY
208,208,Audi,2015,1798.0,Comprehensive,21.9,49000.0,Automatic,2nd Owner,187.74,Petrol,5.0,15.26,Sedan,Gurgaon,a6 35 tfsi matrix,X0LF30MG097JLMBZ9
209,209,Audi,2017,1968.0,Zero Depreciation,22.9,46000.0,Automatic,2nd Owner,187.74,Diesel,5.0,18.25,Sedan,Gurgaon,a4 35 tdi premium plus,K6DF2BZ55SSNR7GX0
210,210,Audi,2014,1968.0,Comprehensive,13.9,29000.0,Automatic,1st Owner,174.33,Diesel,5.0,15.73,SUV,Gurgaon,q3 35 tdi quattro premium plus,7V61AAXN5REVKEY34
211,211,Audi,2016,1395.0,Comprehensive,27.9,27000.0,Automatic,1st Owner,147.51,Petrol,5.0,17.84,Sedan,Gurgaon,a4 30 tfsi technology,TNLW7WN975JE0NYKV
212,212,Mercedes-Benz,2014,2143.0,Comprehensive,11.9,120000.0,Automatic,2nd Owner,204.0,Diesel,5.0,13.0,Sedan,Gurgaon,e-class e250 cdi,EGPPYYA06RUL17C0J
213,213,Audi,2015,2967.0,Comprehensive,36.9,70000.0,Automatic,1st Owner,241.4,Diesel,7.0,12.07,SUV,Gurgaon,q7 35 tdi quattro technology,28RWZH8AXBCGLUV7Y
214,214,Mercedes-Benz,2012,1796.0,Comprehensive,11.9,72100.0,Automatic,1st Owner,186.0,Petrol,5.0,11.74,Sedan,Gurgaon,c-class c 200 cgi elegance,LPYJY8UM8VKPW9C9V
215,215,Audi,2022,0.0,3rd Party,104.0,9900.0,Automatic,,300.0,Electric,5.0,,SUV,Gurgaon,e-tron 55 sportback,62HKCMV65P4HYR769
216,216,Audi,2018,1395.0,Comprehensive,24.9,46300.0,Automatic,1st Owner,150.0,Petrol,5.0,19.2,Sedan,Gurgaon,a3 35 tfsi premium plus,JKZ65YGE0NB1TLFZM
217,217,Audi,2020,2995.0,3rd Party,89.0,18000.0,Automatic,,340.0,Petrol,5.0,9.8,SUV,Gurgaon,q8 55 tfsi quattro bsvi,TM2TBZSAXPHJA1KZ5
218,218,Audi,2018,1968.0,Comprehensive,20.9,38000.0,Automatic,2nd Owner,181.0,Diesel,5.0,15.17,SUV,Gurgaon,q3 35 tdi quattro premium plus,6XTJEH414TV3KK75N
219,219,Audi,2019,1395.0,Comprehensive,26.8,26300.0,Automatic,1st Owner,150.0,Petrol,5.0,19.2,Sedan,Gurgaon,a3 35 tfsi premium plus,TCBPZX072MM7HALR7
220,220,Audi,2021,2894.0,3rd Party,94.9,5600.0,Automatic,1st Owner,443.87,Petrol,4.0,8.8,Coupe,Gurgaon,rs5 sportback bsvi,TLCEBVAA2TGAF3NL3
221,221,Audi,2021,2894.0,Comprehensive,94.9,7000.0,Automatic,1st Owner,443.87,Petrol,4.0,8.8,Coupe,Gurgaon,rs5 sportback bsvi,CWD5G1DZ4U96PPDC7
222,222,Audi,2019,1968.0,3rd Party,37.8,48500.0,Automatic,1st Owner,188.0,Diesel,5.0,17.01,SUV,Gurgaon,q5 40 tdi premium plus,3N7UPYTS7ZLX7ADPN
223,223,Audi,2018,1968.0,Zero Depreciation,29.8,38000.0,Automatic,1st Owner,187.74,Diesel,5.0,18.53,Sedan,Gurgaon,a6 35 tdi,7Z5C2X8C733FZVRU5
224,224,Audi,2013,1798.0,Comprehensive,14.9,43800.0,Automatic,1st Owner,167.62,Petrol,5.0,15.64,Sedan,Gurgaon,a4 1.8 tfsi premium plus,B4A130AK0GPMDBKDZ
225,225,Audi,2022,1984.0,Zero Depreciation,64.9,2300.0,Automatic,1st Owner,241.3,Petrol,5.0,14.11,Sedan,Gurgaon,a6 45 tfsi technology wo matrix bsvi,1PF2KST00JMRDUR6H
226,226,Audi,2021,1984.0,Zero Depreciation,51.9,24800.0,Automatic,1st Owner,241.3,Petrol,5.0,14.11,Sedan,Gurgaon,a6 45 tfsi technology wo matrix bsvi,U7FMYSG79PF36F8ZE
227,227,Audi,2020,1984.0,Zero Depreciation,47.9,36700.0,Automatic,1st Owner,241.3,Petrol,5.0,14.11,Sedan,Gurgaon,a6 45 tfsi technology wo matrix bsvi,1022YMLF22J3HSEBT
228,228,Audi,2015,1798.0,Comprehensive,20.9,79000.0,Automatic,2nd Owner,187.74,Petrol,5.0,15.26,Sedan,Gurgaon,a6 35 tfsi,23LFM74M9BBHCT4WW
229,229,Audi,2017,1968.0,Zero Depreciation,19.9,55400.0,Automatic,1st Owner,143.0,Diesel,5.0,20.38,Sedan,Gurgaon,a3 35 tdi premium plus,CTZP2WWA2RAHZGGF1
230,230,Audi,2019,1395.0,Zero Depreciation,27.8,23700.0,Automatic,1st Owner,150.0,Petrol,5.0,19.2,Sedan,Gurgaon,a3 35 tfsi premium plus,882324TF295PNSUDK
231,231,Audi,2019,1395.0,Zero Depreciation,26.9,15600.0,Automatic,1st Owner,150.0,Petrol,5.0,19.2,Sedan,Gurgaon,a3 35 tfsi premium plus,UPXHDRAY0C3YT30GJ
232,232,Audi,2020,1395.0,Zero Depreciation,32.9,29900.0,Automatic,1st Owner,147.51,Petrol,5.0,17.84,Sedan,Gurgaon,a4 35 ql tfsi premium plus,07NCHM490X5FYZ6EB
233,233,Audi,2018,1968.0,Zero Depreciation,22.9,43500.0,Automatic,1st Owner,143.0,Diesel,5.0,20.38,Sedan,Gurgaon,a3 35 tdi technology,6133R4H34Z0T95355
234,234,Audi,2019,1395.0,Zero Depreciation,26.9,44000.0,Automatic,1st Owner,150.0,Petrol,5.0,19.2,Sedan,Gurgaon,a3 35 tfsi technology,UPHJN5YU3J90LSSAV
235,235,Audi,2015,1968.0,Comprehensive,18.9,85000.0,Automatic,1st Owner,187.74,Diesel,5.0,18.53,Sedan,Gurgaon,a6 35 tdi,JB7CBU0B7AZWG1FP7
236,236,Hyundai,2017,1396.0,3rd Party,5.5,100000.0,Manual,1st Owner,88.73,Diesel,5.0,22.54,Hatchback,Agra,i20 1.4 sportz,4VBGHCMX1BWANUEVT
237,237,Maruti,2020,1197.0,3rd Party,7.85,30000.0,Automatic,1st Owner,81.8,Petrol,5.0,21.21,Hatchback,Lucknow,swift amt zxi plus,Z43XZGAYXNJ2U0GRW
238,238,Maruti,2015,1197.0,Comprehensive,4.08,76469.0,Manual,1st Owner,88.5,Petrol,5.0,22.41,Sedan,Lucknow,swift dzire vxi,7P62YGLS4BL16XBDU
239,239,Honda,2014,1198.0,3rd Party,3.3,118976.0,Manual,1st Owner,86.7,Petrol,5.0,18.0,Sedan,Lucknow,amaze sx i-vtec,JUA3UK5Z9WZJ3J4F7
240,240,Mahindra,2018,2179.0,Comprehensive,9.52,57689.0,Manual,2nd Owner,152.87,Diesel,7.0,15.1,SUV,Lucknow,xuv500 w9,8GRDVG0A1NA5XMKFH
241,241,Maruti,2019,998.0,3rd Party,3.57,27817.0,Manual,2nd Owner,65.71,Petrol,5.0,24.39,Hatchback,Lucknow,alto k10 vxi,ULA56R7W9VYLDL4PW
242,242,Maruti,2016,998.0,3rd Party,3.66,62001.0,Automatic,3rd Owner,67.04,Petrol,5.0,23.1,Hatchback,Lucknow,celerio zxi at,J9LK0A0809JR4MFT9
243,243,Maruti,2018,1248.0,3rd Party,6.28,73081.0,Manual,1st Owner,88.5,Diesel,5.0,24.3,SUV,Lucknow,vitara brezza vdi option,1YAJAU4CX4CNMX59N
244,244,Nissan,2021,999.0,Zero Depreciation,7.13,26387.0,Manual,1st Owner,98.63,Petrol,5.0,20.0,SUV,Lucknow,magnite turbo xl bsvi,1LSNDL2Y31JFU8X5X
245,245,Chevrolet,2013,936.0,3rd Party,1.55,80000.0,Manual,2nd Owner,57.6,Diesel,5.0,25.44,Hatchback,Lucknow,beat diesel lt,BAGANCPZ6BCUM79L7
246,246,Maruti,2008,1298.0,3rd Party,1.9,70000.0,Manual,1st Owner,85.8,Petrol,5.0,17.5,Sedan,Lucknow,swift dzire vxi,ZGN8635T96GD4VKHN
247,247,Chevrolet,2011,1199.0,3rd Party,0.6,50000.0,Manual,2nd Owner,79.4,Petrol,5.0,18.6,Hatchback,Lucknow,beat lt,RKG8LTHW7N2L179PJ
248,248,Maruti,2016,1248.0,3rd Party,6.4,100000.0,Manual,2nd Owner,88.5,Diesel,7.0,24.52,MUV,Lucknow,ertiga shvs vdi,KJHKXVM92B079N5TW
249,249,Hyundai,2012,1197.0,3rd Party,2.5,70000.0,Manual,2nd Owner,78.9,Petrol,5.0,20.36,Hatchback,Lucknow,i10 magna,SR6F5UMN6459KJNJ5
250,250,Maruti,2015,1197.0,3rd Party,3.9,120000.0,Manual,3rd Owner,83.14,Petrol,5.0,20.85,Sedan,Lucknow,swift dzire vxi,URFCNGJ53E3M2J1U4
251,251,Hyundai,2015,1396.0,3rd Party,5.5,90000.0,Manual,2nd Owner,88.73,Diesel,5.0,22.54,Hatchback,Lucknow,i20 sportz 1.4 crdi,DD8HCRRE5R2WL1LLZ
252,252,Tata,2022,1199.0,Zero Depreciation,7.28,49551.0,Manual,1st Owner,72.4,CNG,5.0,26.49,Sedan,Lucknow,tigor xz plus cng bsvi,422724EY10AJPMN2G
253,253,Maruti,2016,1197.0,3rd Party,4.32,91117.0,Manual,1st Owner,83.1,Petrol,5.0,21.4,Hatchback,Lucknow,baleno 1.2 sigma,CUP8EPLCXJLDZT9M3
254,254,Mercedes-Benz,2020,2999.0,3rd Party,91.75,50852.0,Automatic,1st Owner,362.07,Petrol,5.0,,SUV,Delhi,gle 450 bsvi,HX94WFTA9N6RNPK5K
255,255,Maruti,2017,1197.0,3rd Party,5.06,69056.0,Manual,1st Owner,83.1,Petrol,5.0,21.4,Hatchback,Lucknow,baleno 1.2 delta,M2ESNCCG5TSXMUCXM
256,256,Maruti,2019,1197.0,3rd Party,6.34,37503.0,Manual,1st Owner,81.8,Petrol,5.0,21.01,Hatchback,Lucknow,baleno delta,HUX9GSYZ0CB0KLL0C
257,257,Maruti,2016,998.0,Comprehensive,3.36,47202.0,Manual,1st Owner,67.04,Petrol,5.0,20.51,Hatchback,Lucknow,wagon r vxi bs iv,EG3B80A70NCP2W1VR
258,258,Honda,2017,1199.0,3rd Party,5.42,37746.0,Manual,1st Owner,88.7,Petrol,5.0,17.5,SUV,Lucknow,wr-v i-vtec s,Z026TZCE8WY9ABKEM
259,259,Ford,2018,1498.0,3rd Party,6.54,57535.0,Manual,2nd Owner,98.96,Diesel,5.0,23.0,SUV,Lucknow,ecosport 1.5 diesel trend plus bsiv,70ATNYTR0TMB8D1KT
260,260,Hyundai,2018,1197.0,3rd Party,5.56,47909.0,Manual,1st Owner,81.83,Petrol,5.0,18.6,Hatchback,Lucknow,i20 1.2 spotz,0SZ018YP8S4GS9BJ0
261,261,Maruti,2014,796.0,3rd Party,2.0,50000.0,Manual,1st Owner,47.3,CNG,5.0,30.46,Hatchback,Lucknow,alto 800 cng lxi,BBDY3WPH1F3X27K6F
262,262,Renault,2022,999.0,3rd Party,5.85,10000.0,Automatic,1st Owner,71.01,Petrol,5.0,19.03,SUV,Lucknow,kiger rxt amt,79JRRJJL9MLTD2E5G
263,263,Maruti,2014,1248.0,3rd Party,3.8,90000.0,Manual,2nd Owner,74.0,Diesel,5.0,23.4,Sedan,Lucknow,swift dzire vdi,3RDWN84NX5AZKNP9V
264,264,Ford,2016,1498.0,3rd Party,6.0,70000.0,Manual,1st Owner,98.59,Diesel,5.0,22.77,SUV,Lucknow,ecosport 1.5 tdci trend bsiv,RU62A0MG96S9FJH0S
265,265,Mercedes-Benz,2015,2143.0,3rd Party,16.0,120000.0,Automatic,1st Owner,136.0,Diesel,5.0,17.9,Sedan,Lucknow,cla 200 cdi sport,54U4LZCG3JP38GAET
266,266,Maruti,2020,998.0,3rd Party,4.8,50000.0,Manual,1st Owner,67.05,Petrol,5.0,21.79,Hatchback,Lucknow,wagon r vxi,VRCD7H820DVRHC9WV
267,267,Maruti,2015,1248.0,Zero Depreciation,3.5,69981.0,Manual,1st Owner,74.0,Diesel,5.0,25.2,Hatchback,Lucknow,swift vdi bsiv,JW5GANEE86KPMUJYU
268,268,Maruti,2018,1197.0,Zero Depreciation,5.41,18185.0,Manual,1st Owner,83.1,Petrol,5.0,21.4,Hatchback,Lucknow,baleno 1.2 delta,CBJVTHSD2P6ZRTCVF
269,269,Maruti,2018,1197.0,Comprehensive,6.41,97254.0,Manual,2nd Owner,81.8,Petrol,5.0,21.21,Sedan,Lucknow,swift dzire zxi 1.2,Z10S713W4SU6NX42A
270,270,Maruti,2019,998.0,3rd Party,5.08,19910.0,Manual,1st Owner,67.05,Petrol,5.0,21.79,Hatchback,Lucknow,wagon r vxi,6V7MJMUHXB84RHVY4
271,271,Honda,2021,1498.0,3rd Party,7.75,40680.0,Manual,1st Owner,97.89,Diesel,5.0,24.7,Sedan,Lucknow,amaze s diesel,SXST04C55S37HR1AL
272,272,Mercedes-Benz,2020,1950.0,3rd Party,55.75,21542.0,Automatic,1st Owner,194.0,Diesel,5.0,,SUV,Delhi,glc 220d 4matic,67X6TCKX4J6X8R9NZ
273,273,Hyundai,2018,814.0,3rd Party,2.92,66198.0,Manual,1st Owner,55.2,Petrol,5.0,21.1,Hatchback,Lucknow,eon era plus,V74EHTN5X60ZNN132
274,274,Maruti,2018,998.0,3rd Party,4.8,97829.0,Automatic,1st Owner,67.0,Petrol,5.0,21.63,Hatchback,Lucknow,celerio x amt vxi option bsiv,CWFLZKUBXH5UL8CPN
275,275,Honda,2015,1498.0,3rd Party,4.85,80000.0,Manual,2nd Owner,98.6,Diesel,5.0,25.8,Sedan,Lucknow,amaze vx i-dtec,RMJ6MMSU2D5MBZL48
276,276,Honda,2006,1497.0,3rd Party,1.1,100000.0,Manual,2nd Owner,100.0,Petrol,5.0,16.9,Sedan,Lucknow,city vtec,HAD3BXJ06EL0134TX
277,277,Hyundai,2020,1197.0,3rd Party,6.5,50000.0,Manual,1st Owner,81.86,Petrol,5.0,18.6,Hatchback,Lucknow,i20 sportz plus,1CJFJMTZ7PLYRCCJE
278,278,Honda,2017,1498.0,3rd Party,6.75,90000.0,Manual,2nd Owner,98.6,Diesel,5.0,26.0,Sedan,Lucknow,city i dtec v,N6UJ3VMJ5RPV2Z6V5
279,279,Mahindra,2022,2198.0,3rd Party,18.0,10000.0,Manual,1st Owner,182.38,Diesel,7.0,,SUV,Lucknow,xuv700 ax5 7 str diesel bsvi,NJB1L2YFXYEXASZM6
280,280,Honda,2010,1799.0,3rd Party,2.55,100000.0,Manual,3rd Owner,130.2,Petrol,5.0,14.8,Sedan,Lucknow,civic 1.8 s mt,7MVNXLTK4SAJPBWKT
281,281,Honda,2018,1199.0,Zero Depreciation,6.53,39240.0,Manual,1st Owner,88.76,Petrol,5.0,19.5,Sedan,Lucknow,amaze v petrol bsiv,S0S9W102XRGLLR2K9
282,282,Maruti,2021,1462.0,Zero Depreciation,7.85,4055.0,Manual,1st Owner,103.26,Petrol,5.0,17.03,SUV,Lucknow,vitara brezza lxi,BJ6ZM4RF9UTALPG7S
283,283,Maruti,2018,796.0,Comprehensive,2.91,62433.0,Manual,1st Owner,47.3,Petrol,5.0,24.7,Hatchback,Lucknow,alto 800 lxi,2RSMA7CC39B7NA8NN
284,284,Maruti,2016,1248.0,3rd Party,4.28,46929.0,Manual,1st Owner,74.0,Diesel,5.0,25.2,Hatchback,Lucknow,swift vdi bsiv,FZ24MDW643JSC8N2A
