,Unnamed: 0.1,Unnamed: 0,Car_company,Registered_year,Engine_capacity,Insurance_type,Resale_price_lakh,KM_driven,Transmission_type,Owner_type,Max_power_bhp,Fuel_type,Seats,Mileage,Body_type,City,Car_model,VIN,Extra_info
137,137,137,Maruti,2017,1248.0,3rd Party,5.0,70000.0,Manual,1st Owner,74.0,Diesel,5.0,25.2,Hatchback,Agra,Swift,ACY0LK2S1P4JE56N8,VDI BSIV
138,138,138,Mahindra,2021,1493.0,3rd Party,9.5,10000.0,Manual,1st Owner,74.96,Diesel,7.0,16.0,SUV,Agra,Bolero,JRX1LU6K2H1XLP3U9,B6 Opt BSVI
139,139,139,Hyundai,2017,1582.0,3rd Party,7.0,120000.0,Manual,3rd Owner,126.2,Diesel,5.0,19.67,SUV,Agra,Creta,LU5DCH2F80FUD4PHD,1.6 CRDi SX
140,140,140,Ford,2009,1399.0,3rd Party,1.4,120000.0,Manual,3rd Owner,68.0,Diesel,5.0,17.8,Sedan,Agra,Fiesta,AT2WAAMM7MTZ4P3RW,1.4 ZXi TDCi ABS
141,141,141,Tata,2010,2179.0,3rd Party,2.0,120000.0,Manual,1st Owner,138.1,Diesel,7.0,11.57,SUV,Agra,New,C12H9PGNX1GR3VP2M,Safari DICOR 2.2 LX 4x2
142,142,142,Renault,2018,999.0,3rd Party,3.2,20000.0,Automatic,1st Owner,67.0,Petrol,5.0,24.04,Hatchback,Agra,KWID,UZHJP9JW6BZWUFZ6R,Climber 1.0 AMT
143,143,143,Hyundai,2011,1197.0,3rd Party,2.0,40000.0,Manual,1st Owner,78.9,Petrol,5.0,20.36,Hatchback,Agra,i10,GWSCC8W67AKJUYZKV,Magna
144,144,144,Hyundai,2015,1197.0,3rd Party,4.1,90000.0,Manual,2nd Owner,81.83,Petrol,5.0,18.6,Hatchback,Agra,i20,NV0VEH5SX1X2A8VRH,Magna 1.2
145,145,145,Maruti,2016,1197.0,3rd Party,4.4,30000.0,Manual,2nd Owner,81.8,Petrol,5.0,21.21,Hatchback,Agra,Swift,FR5HYK428LBZ7ALBM,VXI
146,146,146,Jeep,2022,1368.0,3rd Party,25.0,20000.0,Automatic,1st Owner,160.77,Petrol,5.0,14.1,SUV,Agra,Compass,GFHG1DJF3KC3MEUCX,Model S DCT BSVI
147,147,147,Maruti,2019,1197.0,3rd Party,6.5,40000.0,Manual,1st Owner,81.8,Petrol,5.0,21.21,Sedan,Agra,Swift,5TZZPWP87Y81MTVJU,Dzire VXI 1.2
148,148,148,Toyota,2020,1197.0,3rd Party,6.3,30000.0,Manual,1st Owner,81.8,Petrol,5.0,21.01,Hatchback,Agra,Glanza,4A7791ZX1TLRKEK79,G
149,149,149,Toyota,2012,1364.0,3rd Party,2.0,150000.0,Manual,4th Owner,,Diesel,5.0,23.59,Sedan,Agra,Etios,3M94JTNL6KCMZL1V5,GD
150,150,150,Maruti,2018,1196.0,3rd Party,3.5,100000.0,Manual,2nd Owner,73.0,Petrol,7.0,15.37,Minivans,Agra,Eeco,U5SALUHX5XVZKB14P,7 Seater Standard BSIV
151,151,151,Honda,2016,1498.0,3rd Party,4.0,150000.0,Manual,1st Owner,98.63,Diesel,5.0,27.4,Sedan,Agra,Amaze,GZ9WGKVA7C3SJU7TZ,S Diesel BSIV
152,152,152,Chevrolet,2011,1199.0,3rd Party,1.5,90000.0,Manual,1st Owner,79.4,Petrol,5.0,18.6,Hatchback,Agra,Beat,31YK2UFP90WXTHADN,LT
153,153,153,Honda,2016,1498.0,3rd Party,4.25,150000.0,Manual,1st Owner,98.63,Diesel,5.0,27.4,Sedan,Agra,Amaze,RALTV22N47UWGWVCP,E Diesel BSIV
154,154,154,Maruti,2016,1248.0,3rd Party,4.25,80000.0,Manual,2nd Owner,74.0,Diesel,5.0,26.59,Sedan,Agra,Swift,W4EW5J8W1TDRLDL0W,Dzire VDI
155,155,155,Maruti,2017,1197.0,3rd Party,4.0,70000.0,Manual,2nd Owner,83.14,Petrol,5.0,20.85,Sedan,Agra,Swift,YMA3RMS36S5MGVH28,Dzire VXI
156,156,156,Maruti,2016,1197.0,3rd Party,4.6,30000.0,Manual,2nd Owner,81.8,Petrol,5.0,21.21,Hatchback,Agra,Swift,B23FMAKR3XG2CAY7N,VXI
157,157,157,Mahindra,2017,1198.0,3rd Party,3.3,70000.0,Manual,1st Owner,77.0,Diesel,6.0,25.32,SUV,Agra,KUV,T07FU7K551NFVET5U,100 mFALCON D75 K8
158,158,158,Nissan,2021,999.0,3rd Party,4.7,30000.0,Manual,1st Owner,71.02,Petrol,5.0,18.75,SUV,Agra,Magnite,G3PJ554C1L5GF1JNA,XE BSVI
159,159,159,Hyundai,2018,1582.0,3rd Party,11.5,70000.0,Automatic,2nd Owner,126.2,Diesel,5.0,17.6,SUV,Agra,Creta,BU72H3UZ3HN5LP7TB,1.6 SX Automatic Diesel
160,160,160,Maruti,2020,1462.0,3rd Party,7.25,60000.0,Manual,2nd Owner,103.25,Petrol,5.0,20.65,Sedan,Agra,Ciaz,95PGVRZ9X4BLYC1FM,Delta BSVI
161,161,161,Hyundai,2015,1396.0,3rd Party,4.0,80000.0,Manual,3rd Owner,88.73,Diesel,5.0,21.19,Hatchback,Agra,i20,5KAM7GU59T4D1PDDZ,Active 1.4 SX
162,162,162,Hyundai,2013,1120.0,3rd Party,2.5,150000.0,Manual,1st Owner,70.0,Diesel,5.0,24.0,Hatchback,Agra,Grand,723P06GF4LMXN0JHM,i10 CRDi Asta
163,163,163,MG,2022,1498.0,3rd Party,14.5,40000.0,Manual,1st Owner,108.49,Petrol,5.0,15.43,SUV,Agra,Astor,RGUE2GR204W7JNKPV,Sharp BSVI
164,164,164,Hyundai,2020,1197.0,3rd Party,6.9,40000.0,Manual,1st Owner,81.83,Petrol,5.0,18.6,Hatchback,Agra,i20,ARB9KJRV75MDP5AKG,Sportz 1.2
165,165,165,Hyundai,2015,1197.0,3rd Party,3.5,120000.0,Manual,4th Owner,81.83,Petrol,5.0,18.6,Hatchback,Agra,i20,8301MC1M3YNR5B672,Asta 1.2
166,166,166,Maruti,2020,998.0,3rd Party,3.42,150000.0,Manual,1st Owner,,CNG,5.0,,Hatchback,Agra,Celerio,93T4WT303JF269Z1H,Tour 2018-2021 H2 CNG
167,167,167,Hyundai,2015,1197.0,3rd Party,3.5,120000.0,Manual,4th Owner,81.83,Petrol,5.0,18.6,Hatchback,Agra,i20,L9UCW7447PG9BYTTT,Asta 1.2
168,168,168,Hyundai,2015,1396.0,3rd Party,4.0,80000.0,Manual,3rd Owner,88.73,Diesel,5.0,21.19,Hatchback,Agra,i20,62H310K65WR9CYJKC,Active 1.4 SX
169,169,169,Maruti,2013,1248.0,3rd Party,4.25,80000.0,Manual,3rd Owner,88.8,Diesel,7.0,20.77,MUV,Agra,Ertiga,2B5JNJMM51W2B8G95,ZDI
170,170,170,Audi,2014,1968.0,3rd Party,11.0,80000.0,Automatic,2nd Owner,174.33,Diesel,5.0,15.73,SUV,Agra,Q3,62RKGJ6W877EG4GL5,2.0 TDI Quattro Premium Plus
171,171,171,Tata,2022,1199.0,3rd Party,6.0,10000.0,Manual,1st Owner,86.63,Petrol,5.0,20.09,SUV,Agra,Punch,R288C52290T4K04XJ,Pure Rhythm BSVI
172,172,172,Hyundai,2009,1197.0,3rd Party,1.5,150000.0,Manual,3rd Owner,80.0,Petrol,5.0,18.5,Hatchback,Agra,i20,M5NWFGMP99U2VXWZ0,Magna
173,173,173,Honda,2004,2354.0,3rd Party,1.7,150000.0,Automatic,2nd Owner,152.0,Petrol,5.0,10.1,SUV,Agra,CR-V,A9WC3K2F69AE5R6U9,2.4 4WD AT
174,174,174,Maruti,2011,998.0,3rd Party,1.6,70000.0,Manual,4th Owner,58.2,CNG,5.0,26.2,Hatchback,Agra,Wagon,J1LKYBFX22L3TXM64,R LXI CNG
175,175,175,Hyundai,2009,1197.0,3rd Party,1.4,150000.0,Manual,2nd Owner,80.0,Petrol,5.0,18.5,Hatchback,Agra,i20,A7KJTN2H7M43F1X4K,Magna
176,176,176,Skoda,2011,1199.0,3rd Party,1.4,90000.0,Manual,3rd Owner,75.0,Diesel,5.0,20.86,Hatchback,Agra,Fabia,FU5S12015RJZMPH9C,1.2 TDI Active Plus
177,177,177,Mahindra,2021,2184.0,3rd Party,15.0,50000.0,Manual,2nd Owner,130.0,Diesel,4.0,15.2,SUV,Agra,Thar,N4RRC6KM6B4UKPWED,LX 4-Str Hard Top Diesel BSVI
178,178,178,Maruti,2011,998.0,3rd Party,2.25,60000.0,Manual,1st Owner,67.1,Petrol,5.0,18.9,Hatchback,Agra,Wagon,MPH7SWUR7CSGSRX81,R VXI BS IV
179,179,179,Hyundai,2019,1197.0,3rd Party,5.5,40000.0,Manual,2nd Owner,81.86,Petrol,5.0,18.6,Hatchback,Agra,i20,TJR73K2N4BG776X9J,Petrol Magna
180,180,180,Maruti,2009,998.0,3rd Party,1.4,60000.0,Manual,1st Owner,66.1,Petrol,5.0,19.0,Hatchback,Agra,A-Star,YYEX2YY743H3NGY44,Vxi
181,181,181,Maruti,2017,998.0,3rd Party,4.0,20000.0,Manual,1st Owner,58.16,CNG,5.0,26.6,Hatchback,Agra,Wagon,W3EKW3CR9SNFFXH0M,R LXI CNG
182,182,182,Hyundai,2018,1582.0,3rd Party,9.0,90000.0,Manual,1st Owner,126.2,Diesel,5.0,22.0,Sedan,Agra,Verna,REBMHSPV4L7B51ZXX,CRDi 1.6 SX Option
183,183,183,Honda,2010,1497.0,3rd Party,3.15,80000.0,Manual,1st Owner,118.0,Petrol,5.0,17.0,Sedan,Agra,City,48RDTT4D4PJRU0NJV,1.5 E MT
184,184,184,Ford,2013,1498.0,3rd Party,3.5,120000.0,Manual,1st Owner,89.84,Diesel,5.0,22.7,SUV,Agra,Ecosport,LM6Y4ZAW506D16MSF,1.5 DV5 MT Trend
185,185,185,Hyundai,2013,814.0,3rd Party,1.4,100000.0,Manual,2nd Owner,55.2,Petrol,5.0,21.1,Hatchback,Agra,EON,SSSJV4HD4Z5415WLM,D Lite Plus
186,186,186,Maruti,2021,1197.0,3rd Party,7.0,30000.0,Manual,1st Owner,81.8,Petrol,5.0,21.01,Hatchback,Agra,Baleno,CA6AYMLW7PMP3Y7XP,Delta
187,187,187,Toyota,2020,1462.0,3rd Party,8.8,50000.0,Automatic,1st Owner,103.26,Petrol,5.0,18.76,SUV,Agra,Urban,63ZZ7DCR3HVGHV7DD,cruiser Premium AT
188,188,188,BMW,2010,1995.0,3rd Party,10.0,100000.0,Automatic,2nd Owner,170.0,Diesel,5.0,13.2,Sedan,Agra,3,73UXVEBH41ZPPE6SC,Series 320d
189,189,189,Maruti,2010,1197.0,3rd Party,2.15,120000.0,Manual,1st Owner,85.0,Petrol,5.0,16.6,Hatchback,Agra,Swift,6ZNAGKL16WGFEL5JD,VXI with ABS
190,190,190,Renault,2013,1461.0,3rd Party,5.0,150000.0,Manual,1st Owner,108.45,Diesel,5.0,19.01,SUV,Agra,Duster,8617S21T6ZV94GDA1,110PS Diesel RxZ
191,191,191,Chevrolet,2012,2499.0,3rd Party,2.4,150000.0,Manual,2nd Owner,80.0,Diesel,7.0,14.8,MUV,Agra,Tavera,LXYP9JG640ZB9GHRR,2 LS B4 7 Str BSIII
192,192,192,Tata,2016,1248.0,3rd Party,3.2,90000.0,Manual,3rd Owner,88.7,Diesel,5.0,23.0,Sedan,Agra,Zest,W5DH332V1714XP2SR,Quadrajet 1.3 XM
193,193,193,Maruti,2012,998.0,3rd Party,2.0,150000.0,Manual,3rd Owner,67.1,Petrol,5.0,18.9,Hatchback,Agra,Wagon,PBRKUYBZ8TA14GE9E,R LXI BS IV
194,194,194,Maruti,2017,998.0,3rd Party,4.0,30000.0,Manual,1st Owner,67.04,Petrol,5.0,20.51,Hatchback,Agra,Wagon,47FS9GXW20RWFREMF,R LXI Optional
195,195,195,Maruti,2010,1248.0,3rd Party,1.25,100000.0,Manual,2nd Owner,73.9,Diesel,5.0,21.1,Hatchback,Agra,Ritz,ZAPYZHTT410RR3BHP,VDi
196,196,196,Hyundai,2018,1197.0,3rd Party,5.0,50000.0,Manual,1st Owner,81.83,Petrol,5.0,18.6,Hatchback,Agra,i20,03JEL0FJ6717DBN9H,1.2 Asta
197,197,197,Tata,2017,1047.0,3rd Party,3.8,70000.0,Manual,1st Owner,69.0,Diesel,5.0,27.28,Hatchback,Agra,Tiago,2LEJRG5T9XA5S2XBM,1.05 Revotorq XT
198,198,198,Chevrolet,2011,936.0,3rd Party,1.5,80000.0,Manual,1st Owner,57.6,Diesel,5.0,25.44,Hatchback,Agra,Beat,GMTCVMT226DLHL3L5,Diesel
199,199,199,Hyundai,2017,1186.0,3rd Party,5.1,60000.0,Manual,1st Owner,73.97,Diesel,5.0,24.0,Hatchback,Agra,Grand,2ZBHVU4X7PHBKK4TZ,i10 1.2 CRDi Magna
200,200,200,Mahindra,2011,2179.0,3rd Party,3.0,150000.0,Manual,2nd Owner,120.0,Diesel,8.0,15.4,SUV,Agra,Scorpio,C0PJTA9S7LEA37XNN,VLX SE BSIV
201,201,201,Mahindra,2011,2179.0,3rd Party,3.0,150000.0,Manual,2nd Owner,120.0,Diesel,8.0,15.4,SUV,Agra,Scorpio,K0GNJ0DB0ELDBTZE9,VLX SE BSIV
202,202,202,Maruti,2015,998.0,3rd Party,2.5,50000.0,Manual,3rd Owner,67.04,Petrol,5.0,20.51,Hatchback,Agra,Wagon,JNY4HHVD0U14W1DG9,R VXI BS IV
203,203,203,Maruti,2015,1248.0,3rd Party,4.0,120000.0,Manual,3rd Owner,74.0,Diesel,5.0,26.59,Sedan,Agra,Swift,VYNDGPAK7NS97UGUS,Dzire VDI
204,204,204,Hyundai,2012,1582.0,3rd Party,3.7,90000.0,Manual,2nd Owner,126.32,Diesel,5.0,22.32,Sedan,Agra,Verna,PYCN94D66H5JWF927,1.6 SX
205,205,205,Audi,2021,0.0,3rd Party,96.8,10500.0,Automatic,1st Owner,300.0,Electric,5.0,,SUV,Gurgaon,e-tron,SFTYHGVU59JU374MT,55 Sportback
206,206,206,Audi,2018,1395.0,Comprehensive,24.8,45000.0,Automatic,2nd Owner,147.51,Petrol,5.0,16.9,SUV,Gurgaon,Q3,8190L3N51V848W9G9,30 TFSI Premium FWD
207,207,207,BMW,2018,1998.0,3rd Party,46.9,38000.0,Automatic,1st Owner,254.7,Petrol,4.0,14.28,Sedan,Gurgaon,6,84Z66TKL412N5BWSY,Series GT 630i Luxury Line 2018-2021
208,208,208,Audi,2015,1798.0,Comprehensive,21.9,49000.0,Automatic,2nd Owner,187.74,Petrol,5.0,15.26,Sedan,Gurgaon,A6,X0LF30MG097JLMBZ9,35 TFSI Matrix
209,209,209,Audi,2017,1968.0,Zero Depreciation,22.9,46000.0,Automatic,2nd Owner,187.74,Diesel,5.0,18.25,Sedan,Gurgaon,A4,K6DF2BZ55SSNR7GX0,35 TDI Premium Plus
210,210,210,Audi,2014,1968.0,Comprehensive,13.9,29000.0,Automatic,1st Owner,174.33,Diesel,5.0,15.73,SUV,Gurgaon,Q3,7V61AAXN5REVKEY34,35 TDI Quattro Premium Plus
211,211,211,Audi,2016,1395.0,Comprehensive,27.9,27000.0,Automatic,1st Owner,147.51,Petrol,5.0,17.84,Sedan,Gurgaon,A4,TNLW7WN975JE0NYKV,30 TFSI Technology
212,212,212,Mercedes-Benz,2014,2143.0,Comprehensive,11.9,120000.0,Automatic,2nd Owner,204.0,Diesel,5.0,13.0,Sedan,Gurgaon,E-Class,EGPPYYA06RUL17C0J,E250 CDI
213,213,213,Audi,2015,2967.0,Comprehensive,36.9,70000.0,Automatic,1st Owner,241.4,Diesel,7.0,12.07,SUV,Gurgaon,Q7,28RWZH8AXBCGLUV7Y,35 TDI Quattro Technology
214,214,214,Mercedes-Benz,2012,1796.0,Comprehensive,11.9,72100.0,Automatic,1st Owner,186.0,Petrol,5.0,11.74,Sedan,Gurgaon,C-Class,LPYJY8UM8VKPW9C9V,C 200 CGI Elegance
215,215,215,Audi,2022,0.0,3rd Party,104.0,9900.0,Automatic,,300.0,Electric,5.0,,SUV,Gurgaon,e-tron,62HKCMV65P4HYR769,55 Sportback
216,216,216,Audi,2018,1395.0,Comprehensive,24.9,46300.0,Automatic,1st Owner,150.0,Petrol,5.0,19.2,Sedan,Gurgaon,A3,JKZ65YGE0NB1TLFZM,35 TFSI Premium Plus
217,217,217,Audi,2020,2995.0,3rd Party,89.0,18000.0,Automatic,,340.0,Petrol,5.0,9.8,SUV,Gurgaon,Q8,TM2TBZSAXPHJA1KZ5,55 TFSI Quattro BSVI
218,218,218,Audi,2018,1968.0,Comprehensive,20.9,38000.0,Automatic,2nd Owner,181.0,Diesel,5.0,15.17,SUV,Gurgaon,Q3,6XTJEH414TV3KK75N,35 TDI Quattro Premium Plus
219,219,219,Audi,2019,1395.0,Comprehensive,26.8,26300.0,Automatic,1st Owner,150.0,Petrol,5.0,19.2,Sedan,Gurgaon,A3,TCBPZX072MM7HALR7,35 TFSI Premium Plus
220,220,220,Audi,2021,2894.0,3rd Party,94.9,5600.0,Automatic,1st Owner,443.87,Petrol,4.0,8.8,Coupe,Gurgaon,RS5,TLCEBVAA2TGAF3NL3,Sportback BSVI
221,221,221,Audi,2021,2894.0,Comprehensive,94.9,7000.0,Automatic,1st Owner,443.87,Petrol,4.0,8.8,Coupe,Gurgaon,RS5,CWD5G1DZ4U96PPDC7,Sportback BSVI
222,222,222,Audi,2019,1968.0,3rd Party,37.8,48500.0,Automatic,1st Owner,188.0,Diesel,5.0,17.01,SUV,Gurgaon,Q5,3N7UPYTS7ZLX7ADPN,40 TDI Premium Plus
223,223,223,Audi,2018,1968.0,Zero Depreciation,29.8,38000.0,Automatic,1st Owner,187.74,Diesel,5.0,18.53,Sedan,Gurgaon,A6,7Z5C2X8C733FZVRU5,35 TDI
224,224,224,Audi,2013,1798.0,Comprehensive,14.9,43800.0,Automatic,1st Owner,167.62,Petrol,5.0,15.64,Sedan,Gurgaon,A4,B4A130AK0GPMDBKDZ,1.8 TFSI Premium Plus
225,225,225,Audi,2022,1984.0,Zero Depreciation,64.9,2300.0,Automatic,1st Owner,241.3,Petrol,5.0,14.11,Sedan,Gurgaon,A6,1PF2KST00JMRDUR6H,45 TFSI Technology WO Matrix BSVI
226,226,226,Audi,2021,1984.0,Zero Depreciation,51.9,24800.0,Automatic,1st Owner,241.3,Petrol,5.0,14.11,Sedan,Gurgaon,A6,U7FMYSG79PF36F8ZE,45 TFSI Technology WO Matrix BSVI
227,227,227,Audi,2020,1984.0,Zero Depreciation,47.9,36700.0,Automatic,1st Owner,241.3,Petrol,5.0,14.11,Sedan,Gurgaon,A6,1022YMLF22J3HSEBT,45 TFSI Technology WO Matrix BSVI
228,228,228,Audi,2015,1798.0,Comprehensive,20.9,79000.0,Automatic,2nd Owner,187.74,Petrol,5.0,15.26,Sedan,Gurgaon,A6,23LFM74M9BBHCT4WW,35 TFSI
229,229,229,Audi,2017,1968.0,Zero Depreciation,19.9,55400.0,Automatic,1st Owner,143.0,Diesel,5.0,20.38,Sedan,Gurgaon,A3,CTZP2WWA2RAHZGGF1,35 TDI Premium Plus
230,230,230,Audi,2019,1395.0,Zero Depreciation,27.8,23700.0,Automatic,1st Owner,150.0,Petrol,5.0,19.2,Sedan,Gurgaon,A3,882324TF295PNSUDK,35 TFSI Premium Plus
231,231,231,Audi,2019,1395.0,Zero Depreciation,26.9,15600.0,Automatic,1st Owner,150.0,Petrol,5.0,19.2,Sedan,Gurgaon,A3,UPXHDRAY0C3YT30GJ,35 TFSI Premium Plus
232,232,232,Audi,2020,1395.0,Zero Depreciation,32.9,29900.0,Automatic,1st Owner,147.51,Petrol,5.0,17.84,Sedan,Gurgaon,A4,07NCHM490X5FYZ6EB,35 QL TFSI Premium Plus
233,233,233,Audi,2018,1968.0,Zero Depreciation,22.9,43500.0,Automatic,1st Owner,143.0,Diesel,5.0,20.38,Sedan,Gurgaon,A3,6133R4H34Z0T95355,35 TDI Technology
234,234,234,Audi,2019,1395.0,Zero Depreciation,26.9,44000.0,Automatic,1st Owner,150.0,Petrol,5.0,19.2,Sedan,Gurgaon,A3,UPHJN5YU3J90LSSAV,35 TFSI Technology
235,235,235,Audi,2015,1968.0,Comprehensive,18.9,85000.0,Automatic,1st Owner,187.74,Diesel,5.0,18.53,Sedan,Gurgaon,A6,JB7CBU0B7AZWG1FP7,35 TDI
236,236,236,Hyundai,2017,1396.0,3rd Party,5.5,100000.0,Manual,1st Owner,88.73,Diesel,5.0,22.54,Hatchback,Agra,i20,4VBGHCMX1BWANUEVT,1.4 Sportz
237,237,237,Maruti,2020,1197.0,3rd Party,7.85,30000.0,Automatic,1st Owner,81.8,Petrol,5.0,21.21,Hatchback,Lucknow,Swift,Z43XZGAYXNJ2U0GRW,AMT ZXI Plus
238,238,238,Maruti,2015,1197.0,Comprehensive,4.08,76469.0,Manual,1st Owner,88.5,Petrol,5.0,22.41,Sedan,Lucknow,Swift,7P62YGLS4BL16XBDU,Dzire VXI
239,239,239,Honda,2014,1198.0,3rd Party,3.3,118976.0,Manual,1st Owner,86.7,Petrol,5.0,18.0,Sedan,Lucknow,Amaze,JUA3UK5Z9WZJ3J4F7,SX i-VTEC
240,240,240,Mahindra,2018,2179.0,Comprehensive,9.52,57689.0,Manual,2nd Owner,152.87,Diesel,7.0,15.1,SUV,Lucknow,XUV500,8GRDVG0A1NA5XMKFH,W9
241,241,241,Maruti,2019,998.0,3rd Party,3.57,27817.0,Manual,2nd Owner,65.71,Petrol,5.0,24.39,Hatchback,Lucknow,Alto,ULA56R7W9VYLDL4PW,K10 VXI
242,242,242,Maruti,2016,998.0,3rd Party,3.66,62001.0,Automatic,3rd Owner,67.04,Petrol,5.0,23.1,Hatchback,Lucknow,Celerio,J9LK0A0809JR4MFT9,ZXI AT
243,243,243,Maruti,2018,1248.0,3rd Party,6.28,73081.0,Manual,1st Owner,88.5,Diesel,5.0,24.3,SUV,Lucknow,Vitara,1YAJAU4CX4CNMX59N,Brezza VDi Option
244,244,244,Nissan,2021,999.0,Zero Depreciation,7.13,26387.0,Manual,1st Owner,98.63,Petrol,5.0,20.0,SUV,Lucknow,Magnite,1LSNDL2Y31JFU8X5X,Turbo XL BSVI
245,245,245,Chevrolet,2013,936.0,3rd Party,1.55,80000.0,Manual,2nd Owner,57.6,Diesel,5.0,25.44,Hatchback,Lucknow,Beat,BAGANCPZ6BCUM79L7,Diesel LT
246,246,246,Maruti,2008,1298.0,3rd Party,1.9,70000.0,Manual,1st Owner,85.8,Petrol,5.0,17.5,Sedan,Lucknow,Swift,ZGN8635T96GD4VKHN,Dzire VXi
247,247,247,Chevrolet,2011,1199.0,3rd Party,0.6,50000.0,Manual,2nd Owner,79.4,Petrol,5.0,18.6,Hatchback,Lucknow,Beat,RKG8LTHW7N2L179PJ,LT
248,248,248,Maruti,2016,1248.0,3rd Party,6.4,100000.0,Manual,2nd Owner,88.5,Diesel,7.0,24.52,MUV,Lucknow,Ertiga,KJHKXVM92B079N5TW,SHVS VDI
249,249,249,Hyundai,2012,1197.0,3rd Party,2.5,70000.0,Manual,2nd Owner,78.9,Petrol,5.0,20.36,Hatchback,Lucknow,i10,SR6F5UMN6459KJNJ5,Magna
250,250,250,Maruti,2015,1197.0,3rd Party,3.9,120000.0,Manual,3rd Owner,83.14,Petrol,5.0,20.85,Sedan,Lucknow,Swift,URFCNGJ53E3M2J1U4,Dzire VXI
251,251,251,Hyundai,2015,1396.0,3rd Party,5.5,90000.0,Manual,2nd Owner,88.73,Diesel,5.0,22.54,Hatchback,Lucknow,i20,DD8HCRRE5R2WL1LLZ,Sportz 1.4 CRDi
252,252,252,Tata,2022,1199.0,Zero Depreciation,7.28,49551.0,Manual,1st Owner,72.4,CNG,5.0,26.49,Sedan,Lucknow,Tigor,422724EY10AJPMN2G,XZ Plus CNG BSVI
253,253,253,Maruti,2016,1197.0,3rd Party,4.32,91117.0,Manual,1st Owner,83.1,Petrol,5.0,21.4,Hatchback,Lucknow,Baleno,CUP8EPLCXJLDZT9M3,1.2 Sigma
254,254,254,Mercedes-Benz,2020,2999.0,3rd Party,91.75,50852.0,Automatic,1st Owner,362.07,Petrol,5.0,,SUV,Delhi,GLE,HX94WFTA9N6RNPK5K,450 BSVI
255,255,255,Maruti,2017,1197.0,3rd Party,5.06,69056.0,Manual,1st Owner,83.1,Petrol,5.0,21.4,Hatchback,Lucknow,Baleno,M2ESNCCG5TSXMUCXM,1.2 Delta
256,256,256,Maruti,2019,1197.0,3rd Party,6.34,37503.0,Manual,1st Owner,81.8,Petrol,5.0,21.01,Hatchback,Lucknow,Baleno,HUX9GSYZ0CB0KLL0C,Delta
257,257,257,Maruti,2016,998.0,Comprehensive,3.36,47202.0,Manual,1st Owner,67.04,Petrol,5.0,20.51,Hatchback,Lucknow,Wagon,EG3B80A70NCP2W1VR,R VXI BS IV
258,258,258,Honda,2017,1199.0,3rd Party,5.42,37746.0,Manual,1st Owner,88.7,Petrol,5.0,17.5,SUV,Lucknow,WR-V,Z026TZCE8WY9ABKEM,i-VTEC S
259,259,259,Ford,2018,1498.0,3rd Party,6.54,57535.0,Manual,2nd Owner,98.96,Diesel,5.0,23.0,SUV,Lucknow,Ecosport,70ATNYTR0TMB8D1KT,1.5 Diesel Trend Plus BSIV
260,260,260,Hyundai,2018,1197.0,3rd Party,5.56,47909.0,Manual,1st Owner,81.83,Petrol,5.0,18.6,Hatchback,Lucknow,i20,0SZ018YP8S4GS9BJ0,1.2 Spotz
261,261,261,Maruti,2014,796.0,3rd Party,2.0,50000.0,Manual,1st Owner,47.3,CNG,5.0,30.46,Hatchback,Lucknow,Alto,BBDY3WPH1F3X27K6F,800 CNG LXI
262,262,262,Renault,2022,999.0,3rd Party,5.85,10000.0,Automatic,1st Owner,71.01,Petrol,5.0,19.03,SUV,Lucknow,Kiger,79JRRJJL9MLTD2E5G,RXT AMT
263,263,263,Maruti,2014,1248.0,3rd Party,3.8,90000.0,Manual,2nd Owner,74.0,Diesel,5.0,23.4,Sedan,Lucknow,Swift,3RDWN84NX5AZKNP9V,Dzire VDI
264,264,264,Ford,2016,1498.0,3rd Party,6.0,70000.0,Manual,1st Owner,98.59,Diesel,5.0,22.77,SUV,Lucknow,Ecosport,RU62A0MG96S9FJH0S,1.5 TDCi Trend BSIV
265,265,265,Mercedes-Benz,2015,2143.0,3rd Party,16.0,120000.0,Automatic,1st Owner,136.0,Diesel,5.0,17.9,Sedan,Lucknow,CLA,54U4LZCG3JP38GAET,200 CDI Sport
266,266,266,Maruti,2020,998.0,3rd Party,4.8,50000.0,Manual,1st Owner,67.05,Petrol,5.0,21.79,Hatchback,Lucknow,Wagon,VRCD7H820DVRHC9WV,R VXI
267,267,267,Maruti,2015,1248.0,Zero Depreciation,3.5,69981.0,Manual,1st Owner,74.0,Diesel,5.0,25.2,Hatchback,Lucknow,Swift,JW5GANEE86KPMUJYU,VDI BSIV
268,268,268,Maruti,2018,1197.0,Zero Depreciation,5.41,18185.0,Manual,1st Owner,83.1,Petrol,5.0,21.4,Hatchback,Lucknow,Baleno,CBJVTHSD2P6ZRTCVF,1.2 Delta
269,269,269,Maruti,2018,1197.0,Comprehensive,6.41,97254.0,Manual,2nd Owner,81.8,Petrol,5.0,21.21,Sedan,Lucknow,Swift,Z10S713W4SU6NX42A,Dzire ZXI 1.2
270,270,270,Maruti,2019,998.0,3rd Party,5.08,19910.0,Manual,1st Owner,67.05,Petrol,5.0,21.79,Hatchback,Lucknow,Wagon,6V7MJMUHXB84RHVY4,R VXI
271,271,271,Honda,2021,1498.0,3rd Party,7.75,40680.0,Manual,1st Owner,97.89,Diesel,5.0,24.7,Sedan,Lucknow,Amaze,SXST04C55S37HR1AL,S Diesel
